"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.523118917E0,1.011446686E0,6.501729584E0,7.284152527E0,9.816027201E0
2.533092917E0,7.241940308E-1,6.442452850E0,7.095844116E0,9.611485808E0
2.543066917E0,5.143304443E-1,6.440357208E0,6.940467224E0,9.482237187E0
2.553040917E0,2.888992310E-1,6.423592072E0,6.861132202E0,9.403251191E0
2.563014917E0,1.077758789E-1,6.469995575E0,7.013964386E0,9.542963627E0
2.572989917E0,1.026864624E-1,6.515500946E0,7.184609528E0,9.699531491E0
2.582963917E0,-3.861968994E-2,6.613547058E0,7.354206848E0,9.890644799E0
2.592937917E0,-2.034269714E-1,6.725514221E0,7.206763458E0,9.859582325E0
2.602911917E0,-3.219804382E-1,6.806196442E0,7.175179138E0,9.895007684E0
2.612885917E0,-4.894821167E-1,6.786587219E0,7.453001404E0,1.009180800E1
2.622859917E0,-5.478607178E-1,6.639443207E0,7.726183319E0,1.020177760E1
2.632834917E0,-6.914122009E-1,6.487060089E0,8.095764771E0,1.039718263E1
2.642808917E0,-7.417076111E-1,6.334078217E0,8.359366608E0,1.051426113E1
2.652782917E0,-7.701484680E-1,6.181994476E0,8.305778046E0,1.038249167E1
2.662756917E0,-8.105644226E-1,6.140530701E0,8.228688354E0,1.029924483E1
2.672730917E0,-9.355545044E-1,6.156098328E0,8.034093018E0,1.016461802E1
2.682704917E0,-1.218166809E0,6.144123230E0,7.747738495E0,9.963013220E0
2.692678917E0,-1.469194794E0,6.210884399E0,7.610174561E0,9.932188843E0
2.702653917E0,-1.626667328E0,6.211632843E0,7.741301880E0,1.005774249E1
2.712627917E0,-1.680255890E0,6.049370270E0,7.904911652E0,1.009483872E1
2.722601917E0,-1.666185150E0,5.877377930E0,8.081843719E0,1.013093985E1
2.732575917E0,-1.606010284E0,5.814658356E0,8.136629791E0,1.012888272E1
2.742549917E0,-1.581461334E0,5.818849640E0,7.887248383E0,9.928177987E0
2.752523917E0,-1.696721649E0,5.945186920E0,7.526947632E0,9.740587894E0
2.762497917E0,-1.790127411E0,6.017037506E0,7.204368439E0,9.555742833E0
2.772472917E0,-1.874402161E0,6.026318207E0,6.965764618E0,9.399562293E0
