"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.052801958E0,9.466763763E0,-4.973108368E0,-3.824995880E0,1.135702498E1
3.062770959E0,8.144712982E0,-1.090452393E1,2.168540497E0,1.378214640E1
3.072738959E0,6.031407623E0,-1.238030502E1,3.143163757E0,1.412548437E1
3.082706959E0,6.458020477E0,-1.134311188E1,1.197360077E0,1.310747446E1
3.092674959E0,9.876312103E0,-9.038953400E0,-2.220931549E0,1.357117372E1
3.102642959E0,1.189172104E1,-6.556365967E0,-3.401676178E0,1.399894156E1
3.112610959E0,1.220382202E1,-5.244643707E0,-3.413351898E0,1.371461012E1
3.122578959E0,1.078327606E1,-5.553750916E0,-3.741020508E0,1.269324333E1
3.132546959E0,8.976233826E0,-7.157066803E0,-3.929628296E0,1.213418137E1
3.142514959E0,7.081473999E0,-7.803572388E0,-5.897436218E0,1.207570992E1
3.152482959E0,8.213270416E0,-6.278693390E0,-9.720785522E0,1.419061214E1
3.162450959E0,4.025129700E-1,-6.596482544E0,-2.528242493E0,7.075846857E0
3.172418959E0,1.742975464E0,-5.133724365E0,6.143225098E-1,5.456233268E0
3.182386959E0,5.525609436E0,-7.298073578E0,5.974076843E-1,9.173392695E0
3.192354959E0,9.561816101E0,-8.568032684E0,8.512797546E-1,1.286717484E1
3.202323958E0,1.246008911E1,-7.170838165E0,1.684746552E0,1.447456775E1
3.212291958E0,1.392614044E1,-4.598138123E0,1.224304047E0,1.471662944E1
3.222259958E0,1.323248291E1,-3.572321320E0,-3.260220337E-1,1.371008293E1
